transaction_id,customer_id,transaction_date,transaction_type,category,channel,amount,balance_after
TXN1007049,CUST100874,2024-05-08,Credit,Salary,ATM,25888.84,68034.13
TXN1026275,CUST103275,2024-05-08,Debit,EMI,Branch,6416.36,30317.74
TXN1018462,CUST102291,2024-05-08,Debit,Shopping,Credit Card,7422.62,40270.68
TXN1013115,CUST101628,2024-05-08,Debit,Shopping,UPI,2561.22,30874.56
TXN1001758,CUST100228,2024-05-08,Debit,Dining,Debit Card,1805.19,21281.58
TXN1006422,CUST100795,2024-05-08,Debit,Dining,Credit Card,8813.98,37475.22
TXN1002091,CUST100266,2024-05-08,Credit,Transfer In,Credit Card,11567.42,116948.41
TXN1014169,CUST101759,2024-05-08,Debit,ATM Withdrawal,UPI,2572.92,36422.08
TXN1039051,CUST104870,2024-05-08,Debit,Transfer Out,ATM,45375.56,123882.25
TXN1011414,CUST101422,2024-05-08,Credit,Salary,UPI,61478.48,103025.61
TXN1031190,CUST103892,2024-05-08,Debit,Utilities,UPI,15706.12,71487.96
TXN1024408,CUST103039,2024-05-08,Debit,EMI,Debit Card,16879.81,52244.73
TXN1023582,CUST102935,2024-05-08,Debit,Travel,UPI,3434.64,56851.17
TXN1038184,CUST104763,2024-05-08,Credit,Salary,Debit Card,23177.67,81774.62
TXN1036577,CUST104561,2024-05-08,Debit,ATM Withdrawal,UPI,12721.57,57797.22
TXN1020068,CUST102492,2024-05-08,Debit,Utilities,Debit Card,10194.87,86088.98
TXN1003615,CUST100450,2024-05-08,Credit,Transfer In,Debit Card,2231.46,39077.92
TXN1017420,CUST102159,2024-05-08,Credit,Refund,ATM,11797.65,68411.09
TXN1000370,CUST100047,2024-05-08,Debit,Shopping,Credit Card,6657.51,38427.82
TXN1021642,CUST102691,2024-05-08,Credit,Salary,UPI,17135.73,29169.17
TXN1037539,CUST104687,2024-05-08,Debit,EMI,UPI,2275.18,24296.15
TXN1035054,CUST104374,2024-05-08,Debit,EMI,UPI,16596.64,180546.54
TXN1031811,CUST103970,2024-05-08,Debit,Dining,Net Banking,1585.12,4534.76
TXN1026649,CUST103323,2024-05-08,Debit,EMI,Net Banking,10547.49,90784.61
TXN1012156,CUST101512,2024-05-08,Debit,ATM Withdrawal,UPI,16926.27,39599.89
TXN1032652,CUST104075,2024-05-08,Debit,Dining,UPI,1269.11,5013.22
TXN1009018,CUST101117,2024-05-08,Debit,Travel,UPI,12625.51,6329.51
TXN1002077,CUST100264,2024-05-08,Debit,Transfer Out,UPI,8036.14,84892.66
TXN1035912,CUST104479,2024-05-08,Credit,Transfer In,Debit Card,8954.36,24461.38
TXN1033612,CUST104191,2024-05-08,Debit,ATM Withdrawal,Debit Card,7478.2,58693.51
TXN1025223,CUST103144,2024-05-08,Debit,EMI,UPI,656.23,45817.29
TXN1017064,CUST102115,2024-05-08,Debit,ATM Withdrawal,UPI,5853.25,9749.82
TXN1032037,CUST103997,2024-05-08,Debit,ATM Withdrawal,Debit Card,740.87,28292.02
TXN1015776,CUST101956,2024-05-08,Debit,EMI,Net Banking,1609.07,38280.17
TXN1004483,CUST100556,2024-05-08,Debit,Transfer Out,Credit Card,2137.59,20145.8
TXN1040076,CUST105000,2024-05-08,Debit,Shopping,Net Banking,4335.26,1738.83
TXN1015202,CUST101887,2024-05-08,Debit,Dining,ATM,3845.17,99050.68
TXN1029252,CUST103648,2024-05-08,Debit,Utilities,UPI,2986.69,56469.89
TXN1033433,CUST104169,2024-05-08,Credit,Salary,Net Banking,61971.01,123384.43
TXN1033248,CUST104147,2024-05-08,Credit,Salary,UPI,29079.94,71858.65
TXN1029123,CUST103632,2024-05-08,Debit,Shopping,Debit Card,8250.16,38481.49
TXN1007833,CUST100971,2024-05-08,Debit,Transfer Out,Debit Card,1099.03,86873.98
TXN1023316,CUST102905,2024-05-08,Debit,Dining,Net Banking,2274.65,55466.4
TXN1010863,CUST101353,2024-05-08,Debit,Shopping,UPI,13478.63,112991.79
TXN1031628,CUST103948,2024-05-08,Debit,Dining,Net Banking,1329.43,79787.47
TXN1023104,CUST102880,2024-05-08,Credit,Transfer In,Net Banking,40488.95,371133.21
TXN1023989,CUST102987,2024-05-08,Debit,ATM Withdrawal,UPI,3810.45,59308.85
TXN1017456,CUST102163,2024-05-08,Debit,ATM Withdrawal,Debit Card,12587.32,92557.02
TXN1030907,CUST103856,2024-05-08,Credit,Transfer In,UPI,8466.47,98152.81
TXN1034408,CUST104290,2024-05-08,Credit,Transfer In,UPI,4126.77,16356.8
TXN1022369,CUST102784,2024-05-08,Credit,Salary,Debit Card,29082.98,100993.25
TXN1007852,CUST100973,2024-05-08,Debit,Utilities,ATM,12785.22,101074.44
TXN1002312,CUST100292,2024-05-08,Debit,ATM Withdrawal,UPI,8770.51,77801.19
TXN1002553,CUST100321,2024-05-08,Debit,Shopping,UPI,412.62,26722.6
TXN1022392,CUST102787,2024-05-08,Credit,Transfer In,UPI,10783.16,129416.6
TXN1013758,CUST101709,2024-05-08,Debit,Shopping,UPI,6338.84,47850.37
TXN1004267,CUST100529,2024-05-08,Debit,EMI,UPI,7375.61,15827.97
TXN1013417,CUST101665,2024-05-08,Debit,Transfer Out,UPI,12211.26,16171.24
TXN1018834,CUST102335,2024-05-08,Debit,Utilities,UPI,6069.39,54788.56
TXN1011113,CUST101385,2024-05-08,Debit,Shopping,Debit Card,11854.73,121952.51
TXN1017270,CUST102140,2024-05-08,Debit,Dining,ATM,14768.61,184009.58
TXN1016796,CUST102085,2024-05-08,Debit,Travel,UPI,5734.12,27808.64
TXN1002463,CUST100309,2024-05-08,Debit,Utilities,UPI,42219.63,76103.1
TXN1018800,CUST102331,2024-05-08,Credit,Salary,Debit Card,33941.46,51955.61
TXN1030111,CUST103760,2024-05-08,Debit,Transfer Out,Debit Card,12173.63,108320.1
TXN1038533,CUST104808,2024-05-08,Debit,Investment,UPI,527.53,26517.04
TXN1026582,CUST103315,2024-05-08,Debit,EMI,UPI,7248.75,27382.48
TXN1018797,CUST102330,2024-05-08,Debit,Shopping,Net Banking,6090.69,19858.24
TXN1027862,CUST103478,2024-05-08,Debit,ATM Withdrawal,Debit Card,3529.23,34698.78
TXN1025916,CUST103230,2024-05-08,Debit,Utilities,Debit Card,5712.33,126743.28
TXN1025909,CUST103229,2024-05-08,Credit,Transfer In,Net Banking,8954.7,63504.28
TXN1008049,CUST101001,2024-05-08,Credit,Transfer In,Branch,6155.71,151603.85
TXN1027848,CUST103476,2024-05-08,Debit,Shopping,UPI,3717.65,208059.64
TXN1026319,CUST103280,2024-05-08,Debit,Transfer Out,UPI,1168.59,89310.81
TXN1027806,CUST103470,2024-05-08,Debit,Transfer Out,UPI,5362.48,92034.72
TXN1027841,CUST103476,2024-05-08,Debit,Utilities,Debit Card,21984.25,92948.78
TXN1016126,CUST101999,2024-05-08,Debit,Insurance,Debit Card,18347.83,2066.94
TXN1026366,CUST103287,2024-05-08,Debit,Utilities,UPI,14419.87,28692.49
TXN1004989,CUST100618,2024-05-08,Debit,ATM Withdrawal,Debit Card,3089.76,84864.08
TXN1038913,CUST104853,2024-05-08,Credit,Salary,ATM,47797.96,149068.69
TXN1029035,CUST103621,2024-05-08,Debit,Utilities,UPI,15274.48,72368.36
TXN1010000,CUST101245,2024-05-08,Debit,Dining,Debit Card,3752.02,30026.16
TXN1013419,CUST101666,2024-05-08,Debit,Investment,Debit Card,1533.25,27274.98
TXN1019897,CUST102472,2024-05-08,Debit,Dining,UPI,700.2,35406.26
TXN1025997,CUST103241,2024-05-08,Debit,EMI,UPI,3158.94,47140.34
TXN1026502,CUST103304,2024-05-08,Credit,Refund,Net Banking,7595.48,79928.22
TXN1006625,CUST100820,2024-05-08,Debit,Utilities,Debit Card,3718.98,91085.4
TXN1029681,CUST103704,2024-05-08,Debit,Shopping,ATM,2469.19,9721.93
TXN1019696,CUST102446,2024-05-08,Debit,Shopping,UPI,1516.66,61896.13
TXN1024716,CUST103079,2024-05-08,Credit,Salary,UPI,11139.88,39074.47
TXN1027750,CUST103464,2024-05-08,Debit,Shopping,Debit Card,9387.94,4612.33
TXN1029696,CUST103706,2024-05-08,Debit,Utilities,ATM,10241.47,86213.54
TXN1002450,CUST100308,2024-05-08,Credit,Salary,Net Banking,28418.26,73222.61
TXN1016938,CUST102100,2024-05-08,Debit,ATM Withdrawal,ATM,1012.78,18689.14
TXN1015176,CUST101885,2024-05-08,Credit,Salary,UPI,69909.25,257695.28
TXN1013781,CUST101712,2024-05-08,Credit,Salary,ATM,61624.24,195307.1
TXN1037759,CUST104712,2024-05-08,Debit,EMI,UPI,2437.63,17514.6
TXN1031761,CUST103964,2024-05-08,Debit,Investment,UPI,8253.16,25586.33
TXN1031640,CUST103950,2024-05-08,Debit,Utilities,UPI,10552.66,75983.68
TXN1031883,CUST103979,2024-05-08,Credit,Refund,Debit Card,3036.5,43761.23
TXN1020088,CUST102494,2024-05-08,Credit,Refund,ATM,3778.71,71991.51
TXN1036068,CUST104498,2024-05-08,Debit,Transfer Out,Debit Card,23185.04,235208.49
TXN1035325,CUST104405,2024-05-08,Credit,Salary,Net Banking,21717.6,78918.54
TXN1008299,CUST101030,2024-05-08,Debit,EMI,Debit Card,7555.72,77297.6
TXN1013925,CUST101731,2024-05-08,Debit,Shopping,UPI,1136.85,12326.74
TXN1018515,CUST102297,2024-05-08,Debit,ATM Withdrawal,ATM,2098.62,85291.39
TXN1009205,CUST101144,2024-05-08,Credit,Salary,Debit Card,52669.62,107579.41
TXN1010951,CUST101365,2024-05-08,Credit,Salary,Net Banking,65027.18,207953.63
TXN1034717,CUST104328,2024-05-08,Credit,Transfer In,UPI,5036.33,41496.67
TXN1031148,CUST103887,2024-05-08,Debit,Shopping,Debit Card,3055.22,36792.72
TXN1007293,CUST100902,2024-05-08,Credit,Salary,UPI,92523.82,197371.73
TXN1030074,CUST103753,2024-05-08,Debit,EMI,Debit Card,30069.04,98922.33
TXN1034356,CUST104283,2024-05-08,Credit,Salary,UPI,19525.46,50268.8
TXN1019108,CUST102371,2024-05-08,Debit,Utilities,ATM,16591.28,88532.47
TXN1032450,CUST104048,2024-05-08,Debit,Transfer Out,UPI,10819.81,79602.12
TXN1017591,CUST102181,2024-05-08,Debit,Travel,UPI,3259.83,31052.69
TXN1003582,CUST100445,2024-05-08,Credit,Salary,UPI,9040.46,14208.86
TXN1026375,CUST103288,2024-05-08,Debit,Dining,Net Banking,2871.96,15885.45
TXN1020176,CUST102506,2024-05-08,Credit,Salary,UPI,53964.38,99593.46
TXN1025750,CUST103209,2024-05-08,Debit,ATM Withdrawal,Debit Card,69114.6,291958.98
TXN1038891,CUST104849,2024-05-08,Debit,Shopping,UPI,4284.54,66986.29
TXN1028321,CUST103533,2024-05-08,Debit,Utilities,UPI,3625.68,114373.68
TXN1013322,CUST101654,2024-05-08,Credit,Salary,Net Banking,35730.38,93323.6
TXN1002328,CUST100295,2024-05-08,Credit,Salary,Credit Card,14345.22,52231.59
TXN1015252,CUST101894,2024-05-08,Debit,EMI,ATM,28737.92,323218.55
TXN1002238,CUST100284,2024-05-08,Debit,Dining,Net Banking,1050.21,11461.17
TXN1027469,CUST103428,2024-05-08,Debit,ATM Withdrawal,ATM,2188.52,16156.26
TXN1017670,CUST102190,2024-05-08,Debit,Dining,ATM,4959.87,28561.83
TXN1031517,CUST103935,2024-05-08,Credit,Salary,Net Banking,70062.49,107066.48
TXN1010982,CUST101368,2024-05-08,Debit,Investment,UPI,10019.53,22662.58
TXN1020681,CUST102568,2024-05-08,Debit,Shopping,Net Banking,2429.89,64678.95
TXN1014948,CUST101856,2024-05-08,Debit,Transfer Out,UPI,3274.65,99957.29
TXN1017657,CUST102189,2024-05-08,Debit,Shopping,Debit Card,1720.52,27411.44
TXN1000503,CUST100066,2024-05-08,Debit,Utilities,Net Banking,3741.61,80415.44
TXN1009056,CUST101124,2024-05-08,Debit,Utilities,Debit Card,23613.74,138741.67
TXN1006373,CUST100790,2024-05-08,Debit,Dining,Branch,14661.64,199451.97
TXN1006822,CUST100844,2024-05-08,Debit,EMI,Debit Card,16329.96,67659.08
TXN1035720,CUST104453,2024-05-08,Debit,Travel,Net Banking,17736.73,87098.76
TXN1029465,CUST103674,2024-05-08,Credit,Salary,Branch,25051.82,76702.33
TXN1008301,CUST101030,2024-05-08,Debit,Shopping,UPI,6687.88,18298.94
TXN1012941,CUST101607,2024-05-08,Debit,ATM Withdrawal,UPI,2467.18,50511.34
TXN1032574,CUST104065,2024-05-08,Credit,Salary,UPI,17006.2,53270.87
TXN1039936,CUST104983,2024-05-08,Debit,Transfer Out,ATM,12024.62,67042.09
TXN1029326,CUST103657,2024-05-08,Debit,Transfer Out,UPI,7395.57,51860.8
TXN1004354,CUST100540,2024-05-08,Credit,Transfer In,ATM,15516.48,34860.69
TXN1012023,CUST101497,2024-05-08,Debit,Shopping,Net Banking,7710.31,86916.93
TXN1018255,CUST102266,2024-05-08,Debit,Transfer Out,UPI,7345.02,11622.32
TXN1001108,CUST100145,2024-05-08,Debit,Shopping,Debit Card,22982.51,85603.03
TXN1026225,CUST103269,2024-05-08,Debit,Dining,UPI,536.02,25210.69
TXN1010926,CUST101360,2024-05-08,Debit,Shopping,ATM,12318.39,12543.86
TXN1014081,CUST101749,2024-05-08,Debit,ATM Withdrawal,Debit Card,8328.97,16842.71
TXN1007183,CUST100890,2024-05-08,Credit,Transfer In,Credit Card,8441.32,42330.81
TXN1010490,CUST101309,2024-05-08,Debit,Shopping,ATM,2185.44,72046.12
TXN1000462,CUST100061,2024-05-08,Credit,Salary,UPI,54782.11,77100.62
TXN1033549,CUST104183,2024-05-08,Debit,ATM Withdrawal,Net Banking,11101.31,17266.21
TXN1012005,CUST101495,2024-05-08,Debit,ATM Withdrawal,Credit Card,1001.97,11325.62
TXN1027074,CUST103378,2024-05-08,Debit,ATM Withdrawal,Branch,12875.27,5602.66
TXN1022509,CUST102803,2024-05-08,Debit,Shopping,UPI,2013.22,51830.51
TXN1016903,CUST102096,2024-05-08,Debit,Travel,ATM,2912.65,41846.61
TXN1035187,CUST104390,2024-05-08,Debit,Dining,UPI,18001.39,240196.98
TXN1000688,CUST100091,2024-05-08,Debit,Shopping,Debit Card,3528.71,49640.69
TXN1006260,CUST100778,2024-05-08,Debit,Shopping,Credit Card,2255.55,76024.68
TXN1014093,CUST101751,2024-05-08,Debit,Dining,UPI,4198.14,30713.97
TXN1005975,CUST100742,2024-05-08,Debit,Transfer Out,UPI,6610.11,84616.38
TXN1027601,CUST103445,2024-05-08,Debit,Shopping,Credit Card,5929.84,68762.05
TXN1012038,CUST101498,2024-05-08,Debit,Transfer Out,Net Banking,11320.84,21858.78
TXN1020569,CUST102555,2024-05-08,Credit,Salary,Credit Card,43170.63,136669.88
TXN1026219,CUST103267,2024-05-08,Debit,Investment,UPI,328.98,18553.83
TXN1013479,CUST101673,2024-05-09,Debit,ATM Withdrawal,UPI,17740.12,44571.62
TXN1014159,CUST101758,2024-05-09,Debit,Shopping,UPI,11014.7,86237.5
TXN1005496,CUST100678,2024-05-09,Debit,Dining,UPI,8366.41,14150.35
TXN1033979,CUST104236,2024-05-09,Debit,Utilities,UPI,4720.44,22772.7
TXN1002951,CUST100370,2024-05-09,Debit,Travel,UPI,5319.55,45673.34
TXN1017896,CUST102220,2024-05-09,Debit,Investment,UPI,1953.34,108431.95
TXN1013999,CUST101739,2024-05-09,Debit,ATM Withdrawal,ATM,2397.71,12041.18
TXN1030202,CUST103770,2024-05-09,Debit,Utilities,Debit Card,782.4,20372.96
TXN1027301,CUST103406,2024-05-09,Debit,Transfer Out,Net Banking,3340.12,87892.04
TXN1034173,CUST104261,2024-05-09,Debit,Shopping,UPI,35398.09,74626.63
TXN1014112,CUST101753,2024-05-09,Debit,Travel,UPI,1103.74,49702.15
TXN1006340,CUST100787,2024-05-09,Debit,Investment,UPI,4433.2,34327.32
TXN1028641,CUST103572,2024-05-09,Credit,Transfer In,Net Banking,7567.78,29821.57
TXN1030292,CUST103780,2024-05-09,Debit,EMI,Credit Card,12363.5,25260.52
TXN1004869,CUST100602,2024-05-09,Credit,Transfer In,Branch,10511.84,94850.17
TXN1023636,CUST102943,2024-05-09,Debit,Shopping,UPI,22249.74,80131.12
TXN1023698,CUST102952,2024-05-09,Debit,Utilities,ATM,4434.45,30808.41
TXN1024787,CUST103086,2024-05-09,Debit,Insurance,Credit Card,15773.27,97638.36
TXN1005261,CUST100652,2024-05-09,Debit,Shopping,UPI,818.32,104990.68
TXN1033391,CUST104164,2024-05-09,Debit,ATM Withdrawal,Net Banking,8150.03,38767.69
TXN1018061,CUST102242,2024-05-09,Debit,Transfer Out,UPI,5125.21,23261.93
TXN1018296,CUST102271,2024-05-09,Debit,Shopping,Debit Card,1042.33,21871.1
TXN1026374,CUST103288,2024-05-09,Debit,Utilities,UPI,1609.98,32429.21
TXN1011600,CUST101445,2024-05-09,Debit,Utilities,UPI,2182.53,45816.0
TXN1033464,CUST104172,2024-05-09,Debit,Transfer Out,UPI,4802.2,160386.99
TXN1039450,CUST104921,2024-05-09,Credit,Salary,ATM,48843.81,148476.7
TXN1030279,CUST103778,2024-05-09,Debit,ATM Withdrawal,Debit Card,12859.55,60927.48
TXN1039397,CUST104914,2024-05-09,Debit,Travel,UPI,1604.96,107141.94
TXN1027274,CUST103404,2024-05-09,Debit,Shopping,UPI,2084.1,42140.18
TXN1030274,CUST103778,2024-05-09,Credit,Salary,UPI,38449.28,150085.84
TXN1002746,CUST100345,2024-05-09,Debit,Shopping,Credit Card,10620.99,42505.99
TXN1009121,CUST101132,2024-05-09,Credit,Salary,ATM,21923.39,74974.83
TXN1003609,CUST100449,2024-05-09,Credit,Transfer In,UPI,6258.25,42622.48
TXN1019531,CUST102426,2024-05-09,Debit,Transfer Out,Credit Card,2185.12,95688.71
TXN1028712,CUST103580,2024-05-09,Debit,Shopping,Branch,13383.08,77091.79
TXN1028831,CUST103595,2024-05-09,Debit,ATM Withdrawal,UPI,2787.37,7705.76
TXN1033124,CUST104132,2024-05-09,Credit,Salary,Branch,56990.84,81317.34
TXN1010220,CUST101272,2024-05-09,Debit,EMI,Credit Card,1136.67,23445.44
TXN1029194,CUST103641,2024-05-09,Debit,Shopping,Debit Card,10429.74,70537.46
TXN1013247,CUST101644,2024-05-09,Credit,Transfer In,UPI,5891.1,26702.14
TXN1011573,CUST101441,2024-05-09,Debit,Transfer Out,Debit Card,88616.45,354722.98
TXN1025316,CUST103156,2024-05-09,Debit,EMI,UPI,14798.56,64707.1
TXN1028868,CUST103600,2024-05-09,Debit,Utilities,UPI,20403.19,23555.26
TXN1020516,CUST102547,2024-05-09,Debit,Shopping,UPI,19457.24,79449.09
TXN1024448,CUST103044,2024-05-09,Debit,Dining,UPI,15489.59,12290.87
TXN1035360,CUST104411,2024-05-09,Debit,Shopping,Debit Card,31901.29,448972.72
TXN1019513,CUST102425,2024-05-09,Debit,Insurance,Debit Card,3069.92,10331.22
TXN1029896,CUST103731,2024-05-09,Debit,Utilities,UPI,2819.0,12211.77
TXN1001387,CUST100181,2024-05-09,Debit,Investment,Net Banking,9350.73,34548.18
TXN1003791,CUST100473,2024-05-09,Debit,Transfer Out,Debit Card,21157.42,152072.08
TXN1005309,CUST100657,2024-05-09,Debit,ATM Withdrawal,Debit Card,12025.89,141738.74
TXN1000740,CUST100095,2024-05-09,Debit,Utilities,Net Banking,12016.82,165752.5
TXN1026685,CUST103327,2024-05-09,Debit,Utilities,Credit Card,3129.77,30090.75
TXN1017469,CUST102164,2024-05-09,Debit,ATM Withdrawal,UPI,27835.74,161946.62
TXN1032625,CUST104070,2024-05-09,Debit,EMI,UPI,37119.36,53311.76
TXN1003435,CUST100425,2024-05-09,Debit,Utilities,Net Banking,22317.99,178868.88
TXN1002572,CUST100323,2024-05-09,Credit,Salary,UPI,24675.77,50036.45
TXN1016597,CUST102059,2024-05-09,Debit,Utilities,UPI,12797.59,40025.51
TXN1026039,CUST103246,2024-05-09,Debit,ATM Withdrawal,UPI,3696.25,190411.25
TXN1038566,CUST104812,2024-05-09,Debit,Shopping,UPI,2840.15,25104.04
TXN1014521,CUST101803,2024-05-09,Debit,Investment,UPI,3468.7,31434.04
TXN1019056,CUST102365,2024-05-09,Credit,Salary,Credit Card,67938.04,273722.08
TXN1010844,CUST101351,2024-05-09,Debit,Travel,Branch,24723.3,167980.04
TXN1018603,CUST102308,2024-05-09,Debit,EMI,Debit Card,2045.98,48251.9
TXN1008617,CUST101069,2024-05-09,Debit,Insurance,ATM,1523.91,28754.87
TXN1001223,CUST100159,2024-05-09,Debit,Shopping,Debit Card,9644.68,337840.76
TXN1001773,CUST100229,2024-05-09,Credit,Salary,UPI,62030.69,249462.46
TXN1019872,CUST102469,2024-05-09,Debit,Shopping,UPI,22479.45,113815.52
TXN1007806,CUST100968,2024-05-09,Debit,Travel,UPI,2088.12,17441.03
TXN1033054,CUST104124,2024-05-09,Debit,EMI,Net Banking,1870.85,5760.1
TXN1012870,CUST101598,2024-05-09,Debit,EMI,UPI,8822.99,41113.35
TXN1000851,CUST100109,2024-05-09,Credit,Salary,Debit Card,34101.51,121476.18
TXN1014940,CUST101855,2024-05-09,Debit,Shopping,UPI,13314.17,45242.63
TXN1002606,CUST100328,2024-05-09,Credit,Salary,Credit Card,70275.98,107877.93
TXN1031129,CUST103884,2024-05-09,Debit,Utilities,UPI,7065.71,15235.15
TXN1007751,CUST100961,2024-05-09,Debit,Dining,UPI,13304.12,110229.12
TXN1025002,CUST103114,2024-05-09,Debit,Utilities,Net Banking,4180.91,27431.64
TXN1013526,CUST101680,2024-05-09,Debit,Shopping,Credit Card,4608.74,38179.5
TXN1001982,CUST100253,2024-05-09,Credit,Transfer In,UPI,21922.06,94642.57
TXN1003157,CUST100394,2024-05-09,Debit,Utilities,ATM,9092.3,57789.29
TXN1010900,CUST101357,2024-05-09,Debit,EMI,Credit Card,21962.09,208025.48
TXN1039303,CUST104902,2024-05-09,Debit,Investment,ATM,23023.74,142208.84
TXN1021418,CUST102661,2024-05-09,Debit,EMI,ATM,6043.92,122447.28
TXN1020122,CUST102500,2024-05-09,Debit,Shopping,Debit Card,8189.42,48018.2
TXN1037111,CUST104634,2024-05-09,Credit,Salary,ATM,46423.26,109621.07
TXN1016899,CUST102095,2024-05-09,Credit,Transfer In,Debit Card,1795.01,21657.96
TXN1014491,CUST101799,2024-05-09,Credit,Refund,Credit Card,5046.74,14375.12
TXN1024316,CUST103028,2024-05-09,Debit,Dining,ATM,8099.85,57721.3
TXN1023957,CUST102984,2024-05-09,Debit,Shopping,Debit Card,9717.67,102034.99
TXN1028179,CUST103516,2024-05-09,Debit,Investment,Credit Card,18127.03,108789.54
TXN1032766,CUST104090,2024-05-09,Debit,Investment,Debit Card,2415.41,135493.69
TXN1037812,CUST104718,2024-05-09,Credit,Salary,Net Banking,115211.05,382132.05
TXN1004746,CUST100586,2024-05-09,Debit,EMI,Net Banking,6154.81,20254.66
TXN1002514,CUST100316,2024-05-09,Debit,ATM Withdrawal,ATM,10735.24,92781.13
TXN1000913,CUST100119,2024-05-09,Debit,EMI,Net Banking,4492.17,434291.08
TXN1027769,CUST103466,2024-05-09,Debit,Dining,ATM,7764.69,318611.99
TXN1003143,CUST100393,2024-05-09,Debit,EMI,UPI,14012.97,77967.77
TXN1008015,CUST100996,2024-05-09,Debit,Insurance,Net Banking,2566.77,108720.29
TXN1013784,CUST101713,2024-05-09,Debit,Shopping,UPI,2811.91,19951.55
TXN1010758,CUST101342,2024-05-09,Debit,Investment,ATM,17091.32,30477.42
TXN1018828,CUST102334,2024-05-09,Debit,Utilities,Debit Card,23933.09,6480.24
TXN1027893,CUST103482,2024-05-09,Credit,Transfer In,Debit Card,27856.77,62348.96
TXN1038964,CUST104859,2024-05-09,Debit,Dining,Debit Card,11201.7,72352.81
TXN1003601,CUST100448,2024-05-09,Debit,Transfer Out,Credit Card,3907.51,2618.21
TXN1006307,CUST100784,2024-05-09,Debit,Utilities,Debit Card,3310.03,48519.92
TXN1025683,CUST103201,2024-05-09,Debit,Shopping,UPI,9107.97,20733.62
TXN1012392,CUST101541,2024-05-09,Debit,EMI,Net Banking,5146.58,84571.3
TXN1016991,CUST102106,2024-05-09,Debit,EMI,Debit Card,30593.22,256843.92
TXN1033704,CUST104204,2024-05-09,Debit,Utilities,ATM,1987.03,19364.72
TXN1000782,CUST100100,2024-05-09,Debit,Transfer Out,Debit Card,11875.62,38642.55
TXN1036394,CUST104540,2024-05-09,Debit,Shopping,ATM,4463.78,6699.3
TXN1039095,CUST104875,2024-05-09,Debit,Utilities,Credit Card,5717.41,51336.6
TXN1032678,CUST104078,2024-05-09,Debit,Utilities,Net Banking,15428.38,178377.07
TXN1005900,CUST100732,2024-05-09,Debit,Travel,UPI,2894.87,10153.86
TXN1013855,CUST101722,2024-05-09,Debit,EMI,UPI,5797.99,20327.17
TXN1025699,CUST103202,2024-05-09,Debit,Travel,Credit Card,15051.82,85693.42
TXN1002546,CUST100319,2024-05-09,Debit,Shopping,Net Banking,13619.1,28284.73
TXN1021658,CUST102693,2024-05-09,Credit,Transfer In,Net Banking,12777.24,85995.92
TXN1036983,CUST104615,2024-05-09,Debit,ATM Withdrawal,ATM,2969.35,19428.19
TXN1018940,CUST102350,2024-05-09,Credit,Refund,Branch,21034.75,56779.02
TXN1020041,CUST102489,2024-05-09,Credit,Refund,Credit Card,13359.56,125615.47
TXN1018930,CUST102349,2024-05-09,Debit,Dining,Net Banking,3887.6,116281.2
TXN1032752,CUST104088,2024-05-09,Debit,Shopping,UPI,15753.3,26821.62
TXN1021749,CUST102704,2024-05-09,Credit,Salary,UPI,17780.72,37540.94
TXN1035247,CUST104397,2024-05-09,Debit,Dining,UPI,1413.03,51159.55
TXN1026447,CUST103298,2024-05-09,Credit,Salary,Debit Card,18598.11,78970.7
TXN1014623,CUST101817,2024-05-09,Debit,Utilities,ATM,4612.7,3907.28
TXN1012229,CUST101522,2024-05-09,Credit,Salary,UPI,25010.96,36808.65
TXN1018904,CUST102345,2024-05-09,Credit,Salary,UPI,74176.1,202720.62
TXN1000410,CUST100053,2024-05-09,Credit,Refund,Debit Card,4774.08,64713.05
TXN1011274,CUST101404,2024-05-09,Debit,ATM Withdrawal,Net Banking,15270.95,93600.47
TXN1003511,CUST100435,2024-05-09,Debit,ATM Withdrawal,Debit Card,16725.65,54174.26
TXN1033323,CUST104156,2024-05-09,Debit,ATM Withdrawal,Branch,9920.61,97609.38
TXN1023498,CUST102926,2024-05-09,Credit,Refund,UPI,4917.6,44561.99
TXN1013770,CUST101711,2024-05-09,Debit,Travel,UPI,5758.06,5757.24
TXN1004872,CUST100603,2024-05-09,Credit,Salary,UPI,41099.31,71488.98
TXN1022198,CUST102763,2024-05-09,Credit,Transfer In,Debit Card,2827.68,10488.25
TXN1010935,CUST101362,2024-05-09,Debit,ATM Withdrawal,Credit Card,1417.73,62580.53
TXN1015230,CUST101891,2024-05-09,Debit,Shopping,Debit Card,3493.77,7927.43
TXN1009671,CUST101202,2024-05-09,Debit,Utilities,Credit Card,9216.09,227094.92
TXN1036559,CUST104558,2024-05-09,Credit,Transfer In,Net Banking,5401.5,120488.25
TXN1001031,CUST100135,2024-05-09,Debit,EMI,Credit Card,7425.87,56630.73
TXN1019402,CUST102411,2024-05-09,Debit,Shopping,UPI,5025.79,44164.75
TXN1033732,CUST104206,2024-05-09,Debit,EMI,Debit Card,4460.89,86116.36
TXN1037824,CUST104719,2024-05-09,Debit,Shopping,Net Banking,22808.77,20516.74
TXN1004154,CUST100515,2024-05-09,Debit,Utilities,Debit Card,9541.92,61173.42
TXN1020996,CUST102605,2024-05-09,Debit,EMI,UPI,3451.11,70347.47
