application_id,customer_id,application_date,loan_type,loan_purpose,requested_amount,loan_term_months,interest_rate,applicant_monthly_income,existing_emi,debt_to_income_ratio,collateral_flag,approval_status,approved_amount,decision_date,disbursed_flag,loan_default
APP806314,CUST100259,2022-08-19,Personal,Wedding,1182000,84,18.36,59600,4600,0.498,0,Approved,1082000,2022-08-28,1,0
APP806315,CUST102825,2022-10-19,Education,Study Abroad,3798000,84,10.62,65400,21900,1.317,1,Rejected,0,2022-10-27,0,
APP806316,CUST104191,2024-03-15,Personal,Wedding,1213000,24,20.89,27100,7400,2.567,0,Rejected,0,2024-04-01,0,
APP806317,CUST103255,2023-05-06,Home,Home Construction,4675000,240,9.82,80800,2200,0.579,1,Rejected,0,2023-05-23,0,
APP806318,CUST101990,2022-08-12,Business,Equipment Purchase,6122000,24,16.83,46600,8900,3.0,0,Rejected,0,2022-09-01,0,
APP806319,CUST100875,2022-11-28,Auto,Two Wheeler,2340000,84,9.93,80700,9600,0.599,1,Rejected,0,2022-12-01,0,
APP806320,CUST102677,2023-03-24,Personal,Medical Emergency,1076000,24,11.17,27400,100,1.835,0,Rejected,0,2023-04-02,0,
APP806321,CUST103505,2023-02-12,Personal,Debt Consolidation,1200000,12,18.38,62300,20200,2.093,0,Approved,1007000,2023-02-24,1,1
APP806322,CUST100989,2023-02-27,Auto,New Car,2365000,36,9.47,26400,6300,3.0,1,Rejected,0,2023-03-03,0,
APP806323,CUST100878,2022-07-23,Business,Business Expansion,1344000,36,19.32,29700,8500,1.952,0,Rejected,0,2022-08-10,0,
APP806324,CUST101039,2023-03-16,Gold,Gold Loan,542000,24,13.91,29700,700,0.9,1,Approved,484000,2023-03-26,1,1
APP806325,CUST102234,2023-07-26,Auto,Two Wheeler,1862000,24,11.24,22100,800,3.0,1,Rejected,0,2023-08-03,0,
APP806326,CUST101291,2023-03-08,Personal,Medical Emergency,81000,48,21.63,55000,5200,0.141,0,Rejected,0,2023-03-09,0,
APP806327,CUST100018,2023-07-25,Auto,Used Car,1551000,24,11.81,105100,11000,0.798,1,Approved,1127000,2023-08-07,1,1
APP806328,CUST103097,2022-11-03,Auto,New Car,634000,12,10.99,50800,15900,1.417,1,Approved,458000,2022-11-21,1,0
APP806329,CUST103614,2024-05-07,Personal,Medical Emergency,1331000,60,22.26,67500,22100,0.875,0,Rejected,0,2024-05-24,0,
APP806330,CUST104993,2023-03-14,Personal,Debt Consolidation,630000,36,12.61,41700,1600,0.545,0,Approved,456000,2023-03-20,1,1
APP806331,CUST104827,2023-05-03,Home,Balance Transfer,10662000,36,8.09,85200,20800,3.0,1,Approved,10365000,2023-05-22,1,0
APP806332,CUST101445,2024-01-22,Gold,Gold Loan,203000,24,10.81,27000,7200,0.617,1,Rejected,0,2024-02-09,0,
APP806333,CUST104125,2023-11-25,Personal,Debt Consolidation,127000,60,20.12,80000,11500,0.186,0,Approved,104000,2023-12-13,1,0
APP806334,CUST101867,2023-04-24,Auto,New Car,357000,48,12.93,48600,14600,0.498,1,Approved,296000,2023-05-07,1,0
APP806335,CUST100151,2024-06-23,Business,Working Capital,6134000,84,16.41,343600,64100,0.545,0,Under Review,0,,0,
APP806336,CUST100659,2024-06-28,Home,Plot Purchase,8047000,84,9.69,11500,2900,3.0,1,Under Review,0,,0,
APP806337,CUST101303,2023-07-19,Education,Study Abroad,1854000,36,10.22,26200,800,2.322,1,Rejected,0,2023-08-02,0,
APP806338,CUST100893,2023-05-20,Business,Working Capital,2872000,84,14.39,26500,6400,2.295,0,Rejected,0,2023-05-23,0,
APP806339,CUST100703,2022-09-18,Home,Home Construction,6075000,12,8.83,10000,1200,3.0,1,Approved,5590000,2022-09-22,1,0
APP806340,CUST101002,2023-08-19,Business,Business Expansion,1368000,12,14.66,51200,6900,2.54,1,Approved,1124000,2023-09-04,1,1
APP806341,CUST103957,2024-05-21,Gold,Gold Loan,773000,24,12.52,47700,6800,0.91,1,Approved,749000,2024-05-26,1,0
APP806342,CUST101191,2022-10-06,Education,Study Abroad,1196000,24,9.88,20100,5400,3.0,0,Rejected,0,2022-10-16,0,
APP806343,CUST100416,2023-03-04,Personal,Wedding,1147000,12,20.04,71000,5800,1.578,0,Approved,955000,2023-03-20,1,0
APP806344,CUST101573,2023-01-31,Home,Home Construction,10196000,60,8.39,112500,31500,2.135,1,Rejected,0,2023-02-10,0,
APP806345,CUST102935,2023-03-10,Home,Plot Purchase,5180000,24,8.98,51600,2900,3.0,1,Rejected,0,2023-03-27,0,
APP806346,CUST101336,2023-05-31,Business,Business Expansion,6484000,48,14.34,77100,5000,2.377,0,Approved,5315000,2023-06-09,1,0
APP806347,CUST103417,2023-08-13,Personal,Medical Emergency,325000,12,17.7,35100,7800,1.071,0,Rejected,0,2023-08-29,0,
APP806348,CUST104027,2023-05-04,Business,Working Capital,4329000,60,14.86,34000,3200,3.0,0,Approved,4142000,2023-05-15,1,1
APP806349,CUST104521,2023-10-25,Business,Working Capital,816000,24,19.16,37200,11800,1.423,1,Approved,584000,2023-11-07,1,1
APP806350,CUST104058,2023-11-27,Personal,Travel,623000,60,18.67,184800,400,0.089,0,Approved,564000,2023-11-29,1,0
APP806351,CUST103429,2023-08-11,Education,Study Abroad,1100000,60,10.36,27100,5100,1.057,0,Rejected,0,2023-08-16,0,
APP806352,CUST104090,2023-10-07,Auto,Used Car,2496000,36,11.88,48000,11800,1.97,1,Approved,2484000,2023-10-26,1,0
APP806353,CUST103372,2022-10-15,Personal,Debt Consolidation,1480000,12,13.7,54600,5800,2.537,0,Rejected,0,2022-10-27,0,
APP806354,CUST102149,2023-08-27,Personal,Travel,667000,60,15.14,186900,29100,0.241,0,Approved,581000,2023-09-08,1,0
APP806355,CUST103277,2024-06-15,Home,Balance Transfer,7456000,240,8.42,75400,400,0.859,1,Approved,6270000,2024-06-19,1,0
APP806356,CUST103528,2022-07-28,Home,Plot Purchase,6480000,240,9.7,13400,2700,3.0,1,Approved,5549000,2022-08-14,1,0
APP806357,CUST104621,2023-06-04,Gold,Gold Loan,160000,36,9.45,32600,700,0.178,1,Approved,150000,2023-06-11,1,1
APP806358,CUST101848,2023-11-22,Business,Equipment Purchase,6253000,36,16.0,57100,2400,3.0,0,Rejected,0,2023-11-26,0,
APP806359,CUST101990,2024-01-02,Business,Business Expansion,397000,60,19.14,46600,15300,0.551,0,Approved,292000,2024-01-20,1,0
APP806360,CUST101967,2024-04-03,Business,Equipment Purchase,5554000,48,16.43,34400,11400,3.0,0,Rejected,0,2024-04-15,0,
APP806361,CUST100377,2022-12-30,Auto,Used Car,1204000,84,13.95,42400,5100,0.652,1,Rejected,0,2023-01-16,0,
APP806362,CUST100575,2023-06-10,Personal,Home Renovation,1226000,60,20.11,205600,33600,0.322,0,Approved,1222000,2023-06-13,1,0
APP806363,CUST104171,2023-04-12,Auto,Two Wheeler,2288000,84,11.86,38400,5700,1.194,1,Rejected,0,2023-05-01,0,
APP806364,CUST100380,2023-08-26,Business,Business Expansion,1461000,48,19.2,27900,4300,1.726,0,Approved,1343000,2023-08-29,1,0
APP806365,CUST102777,2023-11-16,Business,Equipment Purchase,5146000,60,18.58,36500,10600,3.0,0,Rejected,0,2023-11-26,0,
APP806366,CUST101569,2022-08-28,Home,Plot Purchase,2898000,24,8.58,45300,5800,3.0,1,Rejected,0,2022-09-16,0,
APP806367,CUST103169,2023-10-21,Personal,Home Renovation,423000,12,18.05,55200,7700,0.842,0,Approved,352000,2023-10-30,1,0
APP806368,CUST104899,2022-12-26,Gold,Gold Loan,276000,24,12.86,29700,1700,0.498,1,Approved,204000,2023-01-10,1,0
APP806369,CUST104793,2023-04-10,Auto,Used Car,482000,60,13.69,45100,9000,0.447,1,Approved,418000,2023-04-29,1,0
APP806370,CUST102082,2023-03-06,Personal,Travel,1329000,36,16.99,65600,17600,0.991,0,Approved,987000,2023-03-14,1,0
APP806371,CUST104286,2024-01-03,Home,Home Purchase,9577000,48,10.49,67400,9900,3.0,1,Rejected,0,2024-01-14,0,
APP806372,CUST101659,2023-06-04,Home,Balance Transfer,9288000,60,9.51,33700,1500,3.0,1,Rejected,0,2023-06-19,0,
APP806373,CUST104589,2023-01-30,Personal,Wedding,472000,12,20.13,33300,7100,1.527,0,Approved,428000,2023-02-05,1,0
APP806374,CUST100007,2024-01-20,Education,Skill Certification,3702000,60,10.2,37600,100,2.106,0,Rejected,0,2024-01-28,0,
APP806375,CUST100811,2023-01-28,Personal,Home Renovation,488000,84,16.55,79800,19900,0.373,0,Approved,424000,2023-01-30,1,0
APP806376,CUST103205,2023-10-04,Personal,Home Renovation,682000,36,20.2,138400,47000,0.523,0,Approved,549000,2023-10-08,1,0
APP806377,CUST103800,2023-10-16,Education,Higher Studies India,3234000,36,12.0,38900,3500,2.853,0,Rejected,0,2023-11-02,0,
APP806378,CUST102961,2023-12-27,Education,Skill Certification,430000,36,10.19,67700,19200,0.489,0,Approved,390000,2024-01-14,1,0
APP806379,CUST103381,2023-09-03,Auto,New Car,1306000,48,9.72,16100,200,2.063,1,Rejected,0,2023-09-06,0,
APP806380,CUST103607,2022-11-26,Home,Balance Transfer,9654000,84,8.2,15200,900,3.0,1,Rejected,0,2022-12-12,0,
APP806381,CUST101233,2023-03-15,Business,Business Expansion,4536000,36,19.03,55200,17500,3.0,0,Rejected,0,2023-03-27,0,
APP806382,CUST100127,2024-03-04,Education,Study Abroad,538000,120,9.14,38900,8100,0.384,0,Approved,391000,2024-03-14,1,0
APP806383,CUST103103,2022-09-16,Home,Balance Transfer,11524000,240,9.24,27700,2000,3.0,1,Rejected,0,2022-09-24,0,
APP806384,CUST104560,2023-08-26,Personal,Home Renovation,571000,36,19.08,53500,15600,0.684,0,Approved,512000,2023-09-01,1,0
APP806385,CUST100383,2023-10-26,Business,Equipment Purchase,398000,48,13.15,10000,1000,1.171,0,Rejected,0,2023-11-11,0,
APP806386,CUST102954,2022-09-30,Personal,Debt Consolidation,178000,48,17.32,42900,1100,0.146,0,Approved,144000,2022-10-13,1,0
APP806387,CUST104822,2022-11-27,Personal,Travel,66000,48,16.13,43700,10200,0.276,0,Approved,49000,2022-12-04,1,0
APP806388,CUST102666,2022-07-26,Personal,Debt Consolidation,1340000,24,15.61,33700,3500,2.043,0,Approved,1105000,2022-07-30,1,1
APP806389,CUST101696,2023-07-23,Personal,Home Renovation,1414000,24,11.63,43400,7200,1.695,1,Rejected,0,2023-07-24,0,
APP806390,CUST100987,2023-09-27,Personal,Travel,467000,48,15.74,68000,17600,0.453,0,Rejected,0,2023-10-13,0,
APP806391,CUST104593,2022-08-05,Personal,Travel,1334000,36,15.51,35600,11300,1.623,0,Rejected,0,2022-08-13,0,
APP806392,CUST104881,2023-05-02,Personal,Travel,1029000,84,20.32,49500,900,0.484,0,Approved,941000,2023-05-13,1,0
APP806393,CUST102215,2022-10-20,Business,Working Capital,2375000,48,13.25,76800,19200,1.084,0,Approved,2124000,2022-11-06,1,0
APP806394,CUST102833,2023-09-25,Education,Study Abroad,806000,24,10.36,40000,5000,1.059,0,Rejected,0,2023-10-09,0,
APP806395,CUST103744,2023-12-13,Business,Business Expansion,1641000,36,18.92,10000,2400,3.0,0,Rejected,0,2023-12-15,0,
APP806396,CUST102957,2024-06-28,Auto,Used Car,2367000,60,9.23,236600,71200,0.51,1,Approved,1854000,2024-07-05,1,0
APP806397,CUST100510,2023-10-15,Business,Business Expansion,860000,12,16.59,41000,1600,1.949,0,Rejected,0,2023-11-01,0,
APP806398,CUST100013,2024-05-23,Personal,Medical Emergency,1435000,60,19.81,31500,6500,1.41,0,Approved,1209000,2024-05-31,1,1
APP806399,CUST100784,2023-12-01,Personal,Debt Consolidation,1394000,36,15.81,43600,7600,1.294,1,Rejected,0,2023-12-13,0,
APP806400,CUST100193,2023-08-08,Personal,Medical Emergency,554000,36,16.81,78600,16400,0.46,0,Approved,502000,2023-08-24,1,0
APP806401,CUST100444,2023-05-07,Home,Home Construction,6233000,48,9.32,27900,6400,3.0,1,Rejected,0,2023-05-25,0,
APP806402,CUST104829,2022-09-15,Education,Skill Certification,3397000,84,12.29,84300,5500,0.783,0,Approved,2768000,2022-09-21,1,0
APP806403,CUST101335,2023-03-01,Education,Higher Studies India,2072000,60,9.31,15400,4300,3.0,0,Rejected,0,2023-03-14,0,
APP806404,CUST102973,2024-01-28,Business,Business Expansion,6748000,24,12.65,24100,2200,3.0,0,Rejected,0,2024-02-04,0,
APP806405,CUST101439,2024-02-13,Home,Home Construction,5116000,120,9.85,26400,800,2.576,1,Rejected,0,2024-02-14,0,
APP806406,CUST103566,2024-05-17,Auto,Used Car,578000,84,13.1,42100,5700,0.386,1,Approved,508000,2024-05-23,1,0
APP806407,CUST103758,2022-09-16,Personal,Medical Emergency,791000,36,17.98,96100,14500,0.448,0,Approved,777000,2022-09-20,1,0
APP806408,CUST102423,2023-01-24,Gold,Gold Loan,731000,36,12.34,19800,5300,1.499,1,Rejected,0,2023-01-27,0,
APP806409,CUST101779,2022-10-13,Personal,Travel,186000,24,19.43,39700,4800,0.358,0,Approved,153000,2022-10-21,1,0
APP806410,CUST101792,2024-01-28,Personal,Debt Consolidation,786000,48,14.36,37800,12700,0.908,0,Approved,633000,2024-01-31,1,0
APP806411,CUST100592,2024-04-10,Personal,Medical Emergency,612000,60,14.11,49100,9500,0.485,0,Approved,432000,2024-04-25,1,0
APP806412,CUST102714,2023-11-28,Personal,Wedding,578000,60,23.33,48600,5800,0.456,0,Approved,485000,2023-12-15,1,0
APP806413,CUST100240,2022-10-12,Personal,Home Renovation,212000,60,19.36,52100,8900,0.277,0,Approved,182000,2022-10-29,1,1
APP806414,CUST103923,2024-05-10,Personal,Medical Emergency,956000,60,23.54,64100,5500,0.511,0,Approved,851000,2024-05-11,1,0
APP806415,CUST103935,2023-03-14,Personal,Home Renovation,643000,36,20.93,72000,20500,0.621,1,Approved,454000,2023-03-25,1,0
APP806416,CUST104293,2022-09-27,Personal,Wedding,567000,36,22.05,10000,2700,2.437,0,Rejected,0,2022-10-17,0,
APP806417,CUST103608,2023-05-14,Personal,Travel,574000,24,12.4,19000,5100,1.7,0,Approved,467000,2023-05-17,1,1
APP806418,CUST101460,2023-05-12,Home,Home Purchase,4089000,24,8.12,15800,1800,3.0,1,Rejected,0,2023-05-27,0,
APP806419,CUST100305,2023-07-07,Personal,Home Renovation,163000,24,11.83,33300,4800,0.375,0,Approved,157000,2023-07-23,1,0
APP806420,CUST104832,2023-11-21,Home,Balance Transfer,11865000,60,9.4,90700,400,2.745,1,Rejected,0,2023-12-04,0,
APP806421,CUST100814,2024-02-16,Gold,Gold Loan,203000,12,11.89,23600,5200,0.982,1,Approved,198000,2024-02-28,1,0
APP806422,CUST104636,2023-03-25,Personal,Home Renovation,1055000,48,15.86,25200,8500,1.521,0,Rejected,0,2023-04-05,0,
APP806423,CUST103814,2023-03-21,Personal,Wedding,624000,84,20.63,116700,26200,0.345,1,Rejected,0,2023-03-28,0,
APP806424,CUST100799,2022-12-12,Home,Home Construction,11713000,24,9.41,84100,9400,3.0,1,Rejected,0,2022-12-29,0,
APP806425,CUST101902,2024-05-28,Education,Study Abroad,2318000,120,12.48,14900,4100,2.556,1,Under Review,0,,0,
APP806426,CUST102956,2023-09-28,Personal,Travel,1305000,60,16.23,40000,11500,1.086,0,Approved,959000,2023-10-16,1,0
APP806427,CUST101518,2022-11-20,Education,Skill Certification,2254000,84,10.16,52200,17000,1.047,0,Rejected,0,2022-11-23,0,
APP806428,CUST103712,2023-09-08,Personal,Home Renovation,76000,60,13.62,45600,13300,0.33,0,Rejected,0,2023-09-11,0,
APP806429,CUST101224,2023-07-13,Home,Plot Purchase,11371000,180,9.53,59400,900,2.018,1,Rejected,0,2023-07-29,0,
APP806430,CUST100040,2023-11-28,Home,Home Purchase,8450000,12,10.1,34500,10300,3.0,1,Rejected,0,2023-12-18,0,
APP806431,CUST101853,2023-02-19,Auto,Two Wheeler,2299000,48,12.43,39200,10800,1.83,1,Rejected,0,2023-02-21,0,
APP806432,CUST100911,2022-09-15,Personal,Wedding,1304000,48,18.83,150100,45600,0.563,1,Approved,1254000,2022-10-04,1,0
APP806433,CUST101789,2024-01-25,Business,Equipment Purchase,916000,48,12.29,17000,300,1.448,0,Rejected,0,2024-01-27,0,
APP806434,CUST102056,2023-07-07,Home,Plot Purchase,9522000,48,9.51,57300,7200,3.0,1,Rejected,0,2023-07-11,0,
APP806435,CUST103844,2023-12-07,Personal,Wedding,191000,12,16.1,75500,23100,0.536,0,Approved,189000,2023-12-09,1,0
APP806436,CUST103658,2023-07-04,Business,Equipment Purchase,4171000,36,12.51,36500,1000,3.0,1,Rejected,0,2023-07-17,0,
APP806437,CUST103330,2024-06-11,Business,Equipment Purchase,4577000,24,17.3,35600,4700,3.0,0,Rejected,0,2024-06-22,0,
APP806438,CUST101481,2023-04-14,Gold,Gold Loan,590000,24,10.87,35600,1800,0.823,1,Rejected,0,2023-04-16,0,
APP806439,CUST100356,2022-08-12,Home,Home Construction,3916000,120,9.15,30400,2600,1.727,1,Approved,3208000,2022-08-27,1,0
APP806440,CUST100107,2023-04-09,Personal,Debt Consolidation,518000,60,15.66,27700,600,0.473,0,Approved,398000,2023-04-20,1,0
APP806441,CUST104540,2023-10-25,Auto,Two Wheeler,1722000,24,13.17,15400,2100,3.0,1,Rejected,0,2023-11-10,0,
APP806442,CUST104010,2024-01-14,Personal,Home Renovation,185000,24,19.13,49200,3600,0.263,0,Approved,161000,2024-01-25,1,0
APP806443,CUST100301,2022-07-20,Business,Business Expansion,801000,48,13.04,31400,3600,0.799,0,Approved,563000,2022-08-09,1,0
APP806444,CUST104988,2023-11-07,Home,Balance Transfer,6170000,24,9.77,47400,8500,3.0,1,Rejected,0,2023-11-25,0,
APP806445,CUST101800,2023-12-30,Personal,Medical Emergency,351000,12,13.4,13600,4500,2.639,0,Rejected,0,2024-01-14,0,
APP806446,CUST101147,2023-05-17,Personal,Travel,775000,48,22.11,38200,9600,0.893,0,Rejected,0,2023-05-30,0,
APP806447,CUST102772,2022-10-19,Personal,Debt Consolidation,115000,48,22.96,123400,18500,0.18,1,Approved,85000,2022-10-26,1,0
APP806448,CUST104964,2022-09-12,Personal,Medical Emergency,1362000,24,18.47,98800,11600,0.808,0,Approved,1171000,2022-09-16,1,1
APP806449,CUST101508,2022-08-05,Home,Balance Transfer,7076000,84,8.96,30900,400,3.0,1,Rejected,0,2022-08-17,0,
APP806450,CUST104387,2024-02-16,Business,Business Expansion,3676000,84,18.08,69400,12800,1.3,0,Approved,3642000,2024-02-24,1,0
APP806451,CUST100283,2023-03-13,Education,Higher Studies India,2375000,120,9.02,100600,6600,0.365,0,Approved,2273000,2023-04-01,1,0
APP806452,CUST100307,2022-11-21,Auto,Two Wheeler,1066000,48,9.91,33300,11500,1.156,1,Rejected,0,2022-12-08,0,
APP806453,CUST100874,2024-04-12,Personal,Debt Consolidation,1334000,36,11.93,27400,5900,1.832,0,Rejected,0,2024-05-01,0,
APP806454,CUST101062,2024-02-03,Personal,Home Renovation,1374000,24,21.78,25900,5300,2.951,0,Rejected,0,2024-02-08,0,
APP806455,CUST103553,2022-09-18,Home,Balance Transfer,7216000,12,9.86,10000,1600,3.0,1,Rejected,0,2022-09-29,0,
APP806456,CUST101452,2023-06-22,Personal,Home Renovation,337000,48,23.54,20200,5100,0.793,0,Rejected,0,2023-06-24,0,
APP806457,CUST104634,2023-09-07,Business,Business Expansion,1120000,84,18.32,49700,15900,0.797,0,Approved,1060000,2023-09-26,1,1
APP806458,CUST102452,2023-04-09,Auto,New Car,365000,48,9.21,20800,3500,0.607,1,Approved,326000,2023-04-14,1,0
APP806459,CUST102059,2022-07-21,Auto,New Car,2090000,60,12.61,52700,1100,0.915,1,Approved,2050000,2022-08-06,1,0
APP806460,CUST100761,2022-07-16,Education,Skill Certification,614000,120,12.96,38800,600,0.251,1,Approved,435000,2022-08-02,1,0
APP806461,CUST102184,2023-06-04,Personal,Home Renovation,705000,12,18.53,32000,3300,2.127,0,Approved,621000,2023-06-21,1,0
APP806462,CUST100495,2023-02-03,Home,Home Construction,3133000,60,9.01,18800,5600,3.0,1,Rejected,0,2023-02-07,0,
APP806463,CUST102573,2023-09-20,Home,Plot Purchase,1604000,36,9.72,23600,5700,2.421,1,Rejected,0,2023-10-06,0,
APP806464,CUST101971,2023-06-24,Education,Skill Certification,2759000,36,11.6,36300,12000,2.837,0,Rejected,0,2023-07-13,0,
APP806465,CUST101215,2023-08-05,Gold,Gold Loan,221000,24,12.46,41600,3600,0.338,1,Approved,157000,2023-08-18,1,1
APP806466,CUST103733,2023-09-26,Business,Equipment Purchase,4690000,60,18.4,10000,3100,3.0,0,Rejected,0,2023-10-03,0,
APP806467,CUST100128,2023-11-01,Personal,Debt Consolidation,152000,48,23.46,40100,6500,0.285,1,Approved,108000,2023-11-04,1,0
APP806468,CUST103265,2024-02-13,Auto,Two Wheeler,750000,12,9.15,16800,4500,3.0,1,Rejected,0,2024-02-15,0,
APP806469,CUST102991,2022-08-22,Auto,Used Car,1707000,60,11.29,24400,4600,1.718,1,Rejected,0,2022-09-05,0,
APP806470,CUST103770,2023-10-19,Personal,Medical Emergency,680000,60,15.38,10000,1600,1.791,0,Rejected,0,2023-10-27,0,
APP806471,CUST104112,2024-05-07,Business,Working Capital,3720000,36,14.95,51100,1400,2.549,0,Approved,3497000,2024-05-26,1,1
APP806472,CUST102157,2023-12-27,Home,Home Purchase,10474000,48,10.41,45700,1300,3.0,1,Rejected,0,2023-12-31,0,
APP806473,CUST100949,2023-11-30,Auto,Two Wheeler,2164000,60,9.82,43200,2300,1.114,1,Approved,1805000,2023-12-03,1,0
APP806474,CUST101884,2023-05-27,Gold,Gold Loan,230000,12,12.63,49800,12100,0.655,1,Approved,223000,2023-06-15,1,0
APP806475,CUST104732,2024-06-25,Business,Equipment Purchase,1613000,84,19.71,31400,9700,1.438,0,Approved,1491000,2024-07-07,1,0
APP806476,CUST100213,2023-02-01,Personal,Wedding,305000,24,21.4,30400,9900,0.844,1,Rejected,0,2023-02-14,0,
APP806477,CUST100771,2024-03-12,Education,Higher Studies India,1692000,48,11.24,97000,21800,0.677,0,Approved,1411000,2024-03-18,1,0
APP806478,CUST100151,2023-01-08,Home,Home Purchase,10738000,36,8.26,343600,33500,1.08,1,Approved,9750000,2023-01-22,1,0
APP806479,CUST101719,2023-10-13,Auto,Used Car,2351000,84,9.94,39500,12200,1.296,1,Rejected,0,2023-10-29,0,
APP806480,CUST100509,2023-10-22,Personal,Debt Consolidation,650000,24,22.0,64500,900,0.536,0,Approved,569000,2023-10-26,1,0
APP806481,CUST103674,2022-12-10,Auto,New Car,612000,24,10.77,28100,6500,1.245,1,Rejected,0,2022-12-26,0,
APP806482,CUST103866,2024-02-23,Auto,New Car,2122000,60,12.15,51000,10800,1.141,1,Approved,1951000,2024-03-09,1,0
APP806483,CUST103084,2024-04-30,Personal,Home Renovation,996000,36,20.71,55600,1300,0.696,0,Approved,707000,2024-05-09,1,1
APP806484,CUST101925,2022-10-23,Personal,Medical Emergency,1105000,36,20.35,32800,11200,1.601,0,Approved,891000,2022-10-25,1,0
APP806485,CUST103498,2023-01-10,Personal,Medical Emergency,1447000,60,14.74,58700,15000,0.838,0,Approved,1336000,2023-01-15,1,1
APP806486,CUST102764,2022-11-30,Personal,Debt Consolidation,391000,12,14.04,51500,4000,0.759,0,Rejected,0,2022-12-06,0,
APP806487,CUST104251,2022-08-22,Home,Home Purchase,7868000,60,9.99,95700,13100,1.883,1,Approved,5633000,2022-09-08,1,1
APP806488,CUST103511,2024-05-27,Auto,Two Wheeler,1835000,36,12.62,23400,1200,2.685,1,Approved,1799000,2024-06-14,1,0
APP806489,CUST103595,2023-01-17,Personal,Wedding,515000,60,16.79,21400,5900,0.869,0,Approved,402000,2023-01-18,1,0
APP806490,CUST104336,2022-12-11,Business,Working Capital,6152000,48,17.56,67200,7300,2.779,0,Approved,4564000,2022-12-20,1,0
APP806491,CUST101544,2023-11-07,Education,Skill Certification,1394000,60,10.25,31100,400,0.972,0,Rejected,0,2023-11-08,0,
APP806492,CUST102300,2023-01-20,Gold,Gold Loan,494000,12,10.07,34000,5100,1.428,1,Rejected,0,2023-02-01,0,
APP806493,CUST101817,2023-06-01,Home,Home Purchase,8122000,240,8.3,21600,7400,3.0,1,Rejected,0,2023-06-09,0,
APP806494,CUST102380,2024-06-15,Personal,Wedding,1315000,36,20.85,16500,1700,3.0,0,Under Review,0,,0,
APP806495,CUST102123,2023-09-08,Auto,Two Wheeler,484000,48,12.59,19100,5000,0.934,1,Rejected,0,2023-09-26,0,
APP806496,CUST104354,2022-09-12,Education,Higher Studies India,1834000,48,9.51,40400,9000,1.362,0,Rejected,0,2022-09-22,0,
APP806497,CUST102457,2022-10-23,Education,Higher Studies India,1492000,60,9.96,22400,7400,1.747,1,Approved,1154000,2022-11-09,1,1
APP806498,CUST104660,2023-01-18,Education,Skill Certification,741000,60,12.85,51400,8800,0.499,0,Rejected,0,2023-01-20,0,
APP806499,CUST102106,2023-12-04,Home,Balance Transfer,2698000,24,9.76,103200,19500,1.392,1,Approved,2678000,2023-12-10,1,0
APP806500,CUST101712,2023-06-12,Auto,New Car,732000,36,10.22,72300,2600,0.364,1,Approved,656000,2023-06-14,1,0
APP806501,CUST104597,2022-10-26,Personal,Medical Emergency,710000,60,23.37,28500,6600,0.938,0,Approved,706000,2022-11-09,1,0
APP806502,CUST101839,2023-12-25,Business,Equipment Purchase,3740000,60,14.99,49200,15900,2.133,0,Rejected,0,2024-01-01,0,
APP806503,CUST102747,2024-01-16,Home,Home Construction,11804000,60,8.3,20500,5300,3.0,1,Rejected,0,2024-01-19,0,
APP806504,CUST104704,2023-05-01,Gold,Gold Loan,174000,36,14.58,101900,31800,0.371,1,Approved,168000,2023-05-20,1,0
APP806505,CUST102807,2022-08-15,Personal,Home Renovation,458000,24,15.72,10000,2200,2.456,0,Rejected,0,2022-09-01,0,
APP806506,CUST101506,2023-12-25,Auto,New Car,1852000,24,9.88,16500,3400,3.0,1,Rejected,0,2024-01-14,0,
APP806507,CUST100776,2022-11-15,Gold,Gold Loan,508000,12,9.18,37500,3300,1.275,1,Approved,435000,2022-11-17,1,1
APP806508,CUST102581,2023-05-15,Education,Study Abroad,755000,84,10.74,25800,7200,0.776,0,Approved,684000,2023-05-30,1,1
APP806509,CUST104190,2024-05-19,Gold,Gold Loan,742000,36,10.21,50300,14600,0.768,1,Under Review,0,,0,
APP806510,CUST104078,2024-05-31,Business,Equipment Purchase,2134000,24,12.98,76500,6000,1.404,0,Under Review,0,,0,
APP806511,CUST100475,2022-10-04,Personal,Debt Consolidation,1362000,84,20.1,41400,11700,1.016,1,Approved,997000,2022-10-12,1,0
APP806512,CUST104276,2022-10-14,Personal,Medical Emergency,1223000,24,22.2,22200,6400,3.0,1,Rejected,0,2022-10-24,0,
APP806513,CUST100862,2024-02-25,Business,Equipment Purchase,3402000,24,13.38,43200,6400,3.0,0,Rejected,0,2024-03-01,0,
APP806514,CUST104292,2023-03-19,Gold,Gold Loan,746000,24,13.36,18900,500,1.909,1,Rejected,0,2023-03-28,0,
APP806515,CUST104552,2023-07-29,Auto,Two Wheeler,1133000,84,11.99,58100,14200,0.589,1,Approved,951000,2023-08-11,1,0
APP806516,CUST100831,2022-07-22,Education,Study Abroad,3501000,120,12.55,39900,11100,1.564,0,Approved,3379000,2022-07-27,1,0
APP806517,CUST103349,2024-06-26,Auto,Used Car,2459000,24,12.92,14200,1800,3.0,1,Rejected,0,2024-07-01,0,
APP806518,CUST103008,2024-02-11,Auto,Used Car,1000000,24,10.43,74100,16600,0.85,1,Approved,993000,2024-02-12,1,0
